Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Aquatics,Water polo,water polo,M,"FIGUEROA, Gary Lee",Men,USA,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"CHRISTIANSEN, Erik",Men,DEN,1,0,0
Basketball,Basketball,basketball,W,"LAWRENCE, Janice Faye",Women,USA,0,0,1
Wrestling,Wrestling Free.,57 - 62kg (featherweight),M,"LEWIS, Randall Scott",Men,USA,0,0,1
Boxing,Boxing,67 - 71kg (light-middleweight),M,"TATE, Frank",Men,USA,0,0,1
Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)",M,"MARTINEZ, Mario",Men,USA,0,1,0
Shooting,Shooting,25m rapid fire pistol (60 shots),M,"ION, Corneliu",Men,ROU,0,1,0
Football,Football,football,M,"DEVERIC, Stjepan",Men,YUG,1,0,0
Aquatics,Swimming,200m individual medley,W,"PEARSON, Michelle",Women,AUS,1,0,0
Boxing,Boxing,57 - 60kg (lightweight),M,"ORTIZ, Luis F.",Men,PUR,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"HELLEMANS, Nicolette",Women,NED,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"MORALES, Pablo",Men,USA,0,0,1
Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),M,"BANACH, Edward Joseph",Men,USA,0,0,1
Fencing,Fencing,épée team,M,"HENRY, Jean-Michel",Men,FRA,0,1,0
Aquatics,Swimming,4x200m freestyle relay,M,"SCHOWTKA, Alexander",Men,FRG,0,1,0
Athletics,Athletics,5000m,M,"RYFFEL, Markus",Men,SUI,0,1,0
Basketball,Basketball,basketball,W,"KIM, Hwa-Soon",Women,KOR,0,1,0
Sailing,Sailing,Tornado - Multihull,X,"SELLERS, Rex Samuel",Men,NZL,0,0,1
Athletics,Athletics,800m,M,"CRUZ, Joaquim",Men,BRA,0,0,1
Gymnastics,Artistic G.,rings,M,"GUSHIKEN, Koji",Men,JPN,0,0,1
Volleyball,Volleyball,volleyball,M,"CAMPOS NASCIMENTO, Rui",Men,BRA,0,1,0
Handball,Handball,handball,M,"ROCH, Siegfried",Men,FRG,0,1,0
Aquatics,Swimming,4x100m freestyle relay,M,"CAVANAUGH, Christopher Carl",Men,USA,0,0,1
Volleyball,Volleyball,volleyball,M,"DALL'OLIO, Grancesco",Men,ITA,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"FLANAGAN, Jeanne Ann",Women,USA,0,0,1
Athletics,Athletics,marathon,W,"BENOIT, Joan",Women,USA,0,0,1
Athletics,Athletics,4x400m relay,W,"CHEESEBOROUGH, Chandra Danette",Women,USA,0,0,1
Equestrian,Dressage,individual,X,"HOFER, Otto",Men,SUI,1,0,0
Football,Football,football,M,"XUEREB, Daniel",Men,FRA,0,0,1
Aquatics,Water polo,water polo,M,"DJUHO, Veselin",Men,YUG,0,0,1
Shooting,Shooting,50m rifle prone (60 shots),M,"SULLIVAN, Michael",Men,GBR,1,0,0
Volleyball,Volleyball,volleyball,M,"DUWELIUS, Richard Lloyd",Men,USA,0,0,1
Aquatics,Swimming,100m backstroke,M,"CAREY, Richard John",Men,USA,0,0,1
Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),M,"HOLIDIS, Charalambos",Men,GRE,1,0,0
Sailing,Sailing,flying dutchman,X,"RICHARDS, Jonathan",Men,GBR,1,0,0
Boxing,Boxing,54 - 57kg (featherweight),M,"AYKAC, Turgut",Men,TUR,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"HORN, Blair J.H.",Men,CAN,0,0,1
Gymnastics,Artistic G.,team competition,M,"XU, Zhi-Qiang",Men,CHN,0,1,0
Gymnastics,Artistic G.,rings,M,"LI, Ning",Men,CHN,0,0,1
Equestrian,Jumping,team,X,"SLOOTHAAK, Franke",Men,FRG,1,0,0
Judo,Judo,65 - 71kg (lightweight),M,"GAMBA, Ezio",Men,ITA,0,1,0
Athletics,Athletics,1500m,M,"ABASCAL GOMEZ, Jose Manuel",Men,ESP,1,0,0
Handball,Handball,handball,M,"DRAGESCU, George",Men,ROU,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"IBBETSON, Bruce Bernard",Men,USA,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"LAURIJSEN, Martha",Women,NED,1,0,0
Hockey,Hockey,hockey,M,"BATCHELOR, Steven James",Men,GBR,1,0,0
Fencing,Fencing,foil team,W,"DAN, Aurora",Women,ROU,0,1,0
Athletics,Athletics,800m,M,"COE, Sebastian",Men,GBR,0,1,0
Equestrian,Eventing,team,X,"HOLGATE-LENG, Virginia",Women,GBR,0,1,0
Hockey,Hockey,hockey,W,"STRONG, Judith Ann",Women,USA,1,0,0
Rowing,Rowing,double sculls (2x),M,"ENQUIST, Paul N.",Men,USA,0,0,1
Aquatics,Swimming,100m backstroke,W,"DE ROVER, Jolanda",Women,NED,1,0,0
Equestrian,Eventing,individual,X,"TODD, Mark",Men,NZL,0,0,1
Fencing,Fencing,épée team,M,"FISCHER, Volker",Men,FRG,0,0,1
Football,Football,football,M,"BENSOUSSAN, Michel",Men,FRA,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"PATZAICHIN, Ivan",Men,ROU,0,1,0
Wrestling,Wrestling Free.,52 - 57kg (bantamweight),M,"TOMIYAMA, Hideaki",Men,JPN,0,0,1
Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)",M,"TSAI, Wen-Yee",Men,TPE,1,0,0
Fencing,Fencing,sabre team,M,"MARIN, Marco",Men,ITA,0,0,1
Fencing,Fencing,épée team,M,"MAZZONI, Angelo",Men,ITA,1,0,0
Boxing,Boxing,63.5 - 67kg (welterweight),M,"NYMAN, Joni",Men,FIN,1,0,0
Football,Football,football,M,"OLIVEIRA, Aguilmar",Men,BRA,0,1,0
Weightlifting,Weightlifting,"- 56kg, total (bantamweight)",M,"LAI, Run-Ming",Men,CHN,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"FERGUSON, Ian Gordon",Men,NZL,0,0,1
Fencing,Fencing,sabre individual,M,"WESTBROOK, Peter Jonathan",Men,USA,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,"BREGEON, Bernard",Men,FRA,1,0,0
Aquatics,Diving,10m platform,W,"MITCHELL, Michele",Women,USA,0,1,0
Athletics,Athletics,4x400m relay,W,"BUSSMANN, Gabriele",Women,FRG,1,0,0
Football,Football,football,M,"VERRI, Carlos",Men,BRA,0,1,0
Athletics,Athletics,javelin throw,W,"SANDERSON, Teresa",Women,GBR,0,0,1
Aquatics,Swimming,200m individual medley,M,"MORALES, Pablo",Men,USA,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"THORSSNESS, Kristen Joy",Women,USA,0,0,1
Gymnastics,Artistic G.,horizontal bar,M,"TONG, Fei",Men,CHN,0,1,0
Athletics,Athletics,marathon,M,"TREACY, John",Men,IRL,0,1,0
Hockey,Hockey,hockey,W,"DEININGER, Beate",Women,FRG,0,1,0
Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),M,"SAITO, Ikuzo",Men,JPN,1,0,0
Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),M,"CLAESON, Soren",Men,SWE,1,0,0
Athletics,Athletics,20km walk,M,"CANTO GUDINO, Ernesto",Men,MEX,0,0,1
Aquatics,Swimming,100m breaststroke,W,"OTTENBRITE, Anne",Women,CAN,0,1,0
Aquatics,Swimming,200m breaststroke,W,"OTTENBRITE, Anne",Women,CAN,0,0,1
Aquatics,Water polo,water polo,M,"ANDRIC, Dragan",Men,YUG,0,0,1
Football,Football,football,M,"RADANOVIC, Ljubomir",Men,YUG,1,0,0
Fencing,Fencing,sabre team,M,"DUCHEIX, Franck",Men,FRA,0,1,0
Rowing,Rowing,double sculls (2x),W,"HELLEMANS, Greet",Women,NED,0,1,0
Aquatics,Water polo,water polo,M,"KRIVOKAPIC, Milorad",Men,YUG,0,0,1
Hockey,Hockey,hockey,W,"BREIKEN-BREMER, Dagmar",Women,FRG,0,1,0
Gymnastics,Artistic G.,team competition,W,"MA, Yan-Hong",Women,CHN,1,0,0
Rowing,Rowing,four without coxswain (4-),M,"ROBERTSON, Conrad",Men,NZL,0,0,1
Hockey,Hockey,hockey,W,"KOCH-HALLMEN, Martina",Women,FRG,0,1,0
Handball,Handball,handball,W,"HAN, Hwa-Soo",Women,KOR,0,1,0
Hockey,Hockey,hockey,W,"MILNE, Leslie Woods",Women,USA,1,0,0
Hockey,Hockey,hockey,M,"BLÖCHER, Stefan",Men,FRG,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"VAVASSEUR, Didier",Men,FRA,1,0,0
Fencing,Fencing,foil team,W,"FUNKENHAUSER, Zita-Eva",Women,FRG,0,0,1
Football,Football,football,M,"GARANDE, Patrice",Men,FRA,0,0,1
Football,Football,football,M,"STOJKOVIC, Dragan",Men,YUG,1,0,0
Aquatics,Swimming,200m freestyle,M,"FAHRNER, Thomas",Men,FRG,1,0,0
Aquatics,Swimming,200m individual medley,M,"COCHRAN, Neil",Men,GBR,1,0,0
Equestrian,Jumping,team,X,"LIGGES, Fritz",Men,FRG,1,0,0
Fencing,Fencing,foil team,M,"JOLYOT, Pascal",Men,FRA,1,0,0
Cycling,Cycling Road,team time trial,M,"GIOVANNETTI, Marco",Men,ITA,0,0,1
Equestrian,Dressage,team,X,"STUECKELBERGER, Christine",Women,SUI,0,1,0
Athletics,Athletics,400m hurdles,M,"HARRIS, Daniel Lee",Men,USA,0,1,0
Handball,Handball,handball,W,"YOON, Soo-Kyung",Women,KOR,0,1,0
Volleyball,Volleyball,volleyball,W,"YANG, Xi-Lan",Women,CHN,0,0,1
Equestrian,Eventing,team,X,"FLEISCHMANN, Torrance Watkins",Men,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"SCHUTTPELZ, Barbara",Women,FRG,1,0,0
Volleyball,Volleyball,volleyball,W,"FLACHMEIER, Laura Jean",Women,USA,0,1,0
Basketball,Basketball,basketball,M,"ROBERTSON, Alvin Cyrrale",Men,USA,0,0,1
Football,Football,football,M,"CAPLJIC, Vlado",Men,YUG,1,0,0
Basketball,Basketball,basketball,M,"ZIZIC, Rajko",Men,YUG,1,0,0
Cycling,Cycling Track,Team Pursuit (4000m),M,"TURTUR, Michael",Men,AUS,0,0,1
Handball,Handball,handball,M,"FOLKER, Alexandru",Men,ROU,1,0,0
Shooting,Shooting,10m air rifle (60 shots),M,"KRONTHALER, Andreas",Men,AUT,0,1,0
Athletics,Athletics,shot put,M,"LAUT, David Lester",Men,USA,1,0,0
Hockey,Hockey,hockey,W,"SHELTON, Karen Christina",Women,USA,1,0,0
Handball,Handball,handball,W,"ERCIC, Emilija",Women,YUG,0,0,1
Equestrian,Eventing,individual,X,"HOLGATE-LENG, Virginia",Women,GBR,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"EVANS, Stephen",Men,AUS,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"TRASCA, Marioara",Women,ROU,0,1,0
Cycling,Cycling Track,1km time trial,M,"SCHMIDTKE, Fredy",Men,FRG,0,0,1
Sailing,Sailing,470 - Two Person Dinghy,M,"PILLOT, Luc",Men,FRA,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"HEFER, Clyde",Men,AUS,1,0,0
Sailing,Sailing,board (windglider),M,"KENDALL, Anthony Bruce",Men,NZL,1,0,0
Fencing,Fencing,foil individual,M,"BEHR, Matthias",Men,FRG,0,1,0
Sailing,Sailing,flying dutchman,X,"MCKEE, Jonathan Dunn",Men,USA,0,0,1
Football,Football,football,M,"CUBAYNES, Patrick",Men,FRA,0,0,1
Volleyball,Volleyball,volleyball,W,"ZHOU, Xiao-Lan",Women,CHN,0,0,1
Hockey,Hockey,hockey,W,"MOYER, Diane Marie",Women,USA,1,0,0
Wrestling,Wrestling Free.,62 - 68kg (lightweight),M,"YOU, In-Tak",Men,KOR,0,0,1
Hockey,Hockey,hockey,M,"NAEEM, Akhtar",Men,PAK,0,0,1
Hockey,Hockey,hockey,W,"WILLEMSE, Laurien",Women,NED,0,0,1
Hockey,Hockey,hockey,W,"ROTH, Hella",Women,FRG,0,1,0
Boxing,Boxing,81 - 91kg (heavyweight),M,"MUSONE, Angelo",Men,ITA,1,0,0
Athletics,Athletics,200m,M,"JEFFERSON, Thomas Theodore",Men,USA,1,0,0
Volleyball,Volleyball,volleyball,M,"LUCCHETTA, Pier Paolo",Men,ITA,1,0,0
Aquatics,Swimming,4x100m freestyle relay,M,"STOCKWELL, Marcus",Men,AUS,0,1,0
Athletics,Athletics,decathlon,M,"THOMPSON, Daley",Men,GBR,0,0,1
Boxing,Boxing,+ 91kg (super heavyweight),M,"DAMIANI, Francesco",Men,ITA,0,1,0
Athletics,Athletics,high jump,M,"MÖGENBURG, Dietmar",Men,FRG,0,0,1
Fencing,Fencing,foil team,W,"WEBER-KOSZTO, Monika",Women,ROU,0,1,0
Basketball,Basketball,basketball,W,"NOBLE, Cindy Jo.",Women,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,"KENNY, Grant",Men,AUS,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"OLMSTEAD, Barbara",Women,CAN,1,0,0
Aquatics,Diving,3m springboard,W,"MCCORMICK, Kelly Anne",Women,USA,0,1,0
Aquatics,Water polo,water polo,M,"BUKIC, Perica",Men,YUG,0,0,1
Hockey,Hockey,hockey,M,"PRECIOUS, Mark",Men,GBR,1,0,0
Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)",M,"RADSCHINSKY, Karl-Heinz",Men,FRG,0,0,1
Athletics,Athletics,100m,M,"GRADDY, Samuel Louis",Men,USA,0,1,0
Shooting,Shooting,10m air rifle (60 shots),M,"DAGGER, Barry Edward",Men,GBR,1,0,0
Fencing,Fencing,foil individual,M,"CERIONI, Stefano",Men,ITA,1,0,0
Athletics,Athletics,4x100m relay,W,"GODDARD-CALLENDER, Beverley",Women,GBR,1,0,0
Football,Football,football,M,"PAIVA, Silvio",Men,BRA,0,1,0
Basketball,Basketball,basketball,W,"MENKEN-SCHAUDT, Carol Jean",Women,USA,0,0,1
Basketball,Basketball,basketball,W,"MILLER, Cheryl Deann",Women,USA,0,0,1
Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)",M,"MERCER, David",Men,GBR,1,0,0
Basketball,Basketball,basketball,W,"CONG, Xuedi",Women,CHN,1,0,0
Athletics,Athletics,javelin throw,M,"HARKONEN, Arto",Men,FIN,0,0,1
Handball,Handball,handball,W,"WANG, Ming-Xing",Women,CHN,1,0,0
Hockey,Hockey,hockey,M,"KALEEM, Ullah",Men,PAK,0,0,1
Handball,Handball,handball,W,"MERDAN-KOLAR, Jasna",Women,YUG,0,0,1
Rowing,Rowing,double sculls (2x),W,"LIPA, Elisabeta",Women,ROU,0,0,1
Aquatics,Swimming,100m butterfly,M,"MORALES, Pablo",Men,USA,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"EVANS, Mark",Men,CAN,0,0,1
Aquatics,Swimming,200m backstroke,W,"WHITE, Amy Lee",Women,USA,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"BENGTSSON, Per-Inge",Men,SWE,0,1,0
Athletics,Athletics,50km walk,M,"BELLUCCI, Sandro",Men,ITA,1,0,0
Aquatics,Diving,3m springboard,W,"BERNIER, Sylvie",Women,CAN,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"EVANS, Michael",Men,CAN,0,0,1
Modern Pentathlon,Modern Pentath.,Team competition,M,"FOUR, Paul",Men,FRA,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"CORNET, Lynda",Women,NED,1,0,0
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"RICKON, Kelly Anne",Women,USA,0,1,0
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"NISOVIC, Mirko",Men,YUG,0,0,1
Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)",M,"NERLINGER, Manfred",Men,FRG,1,0,0
Aquatics,Swimming,100m butterfly,M,"GROSS, Michael",Men,FRG,0,0,1
Fencing,Fencing,foil individual,W,"VACCARONI, Dorina",Women,ITA,1,0,0
Equestrian,Dressage,individual,X,"JENSEN-TORNBLAD, Anne Grethe",Women,DEN,0,1,0
Boxing,Boxing,- 48kg (light-flyweight),M,"GONZALEZ, Paul Garza Jr.",Men,USA,0,0,1
Boxing,Boxing,67 - 71kg (light-middleweight),M,"O'SULLIVAN, Shawn",Men,CAN,0,1,0
Athletics,Athletics,4x400m relay,M,"UGBUSIEN, Moses",Men,NGR,1,0,0
Cycling,Cycling Track,Team Pursuit (4000m),M,"GRENDA, Michael",Men,AUS,0,0,1
Sailing,Sailing,470 - Two Person Dinghy,M,"MOLINA CARRASCO, Roberto",Men,ESP,0,0,1
Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),M,"KIM, Weon-Kee",Men,KOR,0,0,1
Football,Football,football,M,"THOUVENEL, Jean Christophe",Men,FRA,0,0,1
Aquatics,Swimming,4x100m medley relay,M,"PONTING, Thomas",Men,CAN,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"NICHITOV-IONESCU, Nastasia",Women,ROU,0,0,1
Rowing,Rowing,four-oared shell with coxswain (4-),M,"BACH, Michael",Men,USA,0,1,0
Aquatics,Swimming,4x100m medley relay,W,"RAI, Pamela",Women,CAN,1,0,0
Aquatics,Water polo,water polo,M,"SCHROEDER, Terence Alan",Men,USA,0,1,0
Gymnastics,Artistic G.,team competition,M,"TONG, Fei",Men,CHN,0,1,0
Athletics,Athletics,400m,M,"MCKAY, Antonio Ricardo",Men,USA,1,0,0
Volleyball,Volleyball,volleyball,M,"LANFRANCO, Giovanni",Men,ITA,1,0,0
Fencing,Fencing,sabre team,M,"MUSTATA, Marin",Men,ROU,1,0,0
Cycling,Cycling Track,Points Race,M,"ILEGEMS, Roger",Men,BEL,0,0,1
Athletics,Athletics,20km walk,M,"GONZALEZ, Raul",Men,MEX,0,1,0
Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),M,"LOBAN, Noel",Men,GBR,1,0,0
Handball,Handball,handball,M,"ARNAUTOVIC, Zlatan",Men,YUG,0,0,1
Gymnastics,Artistic G.,team competition,M,"LI, Xiao-Ping",Men,CHN,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"ELLISON, Adrian Charles",Men,GBR,0,0,1
Aquatics,Swimming,4x100m freestyle relay,M,"DELANY, Michael",Men,AUS,0,1,0
Volleyball,Volleyball,volleyball,M,"REBAUDENGO, Piero",Men,ITA,1,0,0
Hockey,Hockey,hockey,W,"BEGLIN, Elizabeth Anne",Women,USA,1,0,0
Hockey,Hockey,hockey,M,"LEMAN, Richard Alexander",Men,GBR,1,0,0
Athletics,Athletics,4x400m relay,W,"CROOKS, Charmaine",Women,CAN,0,1,0
Athletics,Athletics,800m,M,"JONES, Earl",Men,USA,1,0,0
Handball,Handball,handball,M,"BOROS, Iosif",Men,ROU,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,"FERGUSON, Ian Gordon",Men,NZL,0,0,1
Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),M,"ANDREI, Vasile",Men,ROU,0,0,1
Boxing,Boxing,60 - 63.5kg (light-welterweight),M,"UMPONMAHA, Dhawee",Men,THA,0,1,0
Hockey,Hockey,hockey,W,"DRULL, Elke",Women,FRG,0,1,0
Hockey,Hockey,hockey,W,"PLACE, Marcella Jeanette",Women,USA,1,0,0
Equestrian,Dressage,team,X,"DE BARY, Amy Catherine",Women,SUI,0,1,0
Volleyball,Volleyball,volleyball,W,"HIRO, Norie",Women,JPN,1,0,0
Athletics,Athletics,5000m,M,"AOUITA, Said",Men,MAR,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"MIHALY, Aneta",Women,ROU,0,1,0
Fencing,Fencing,foil team,W,"TRINQUET-HACHIN, Pascale",Women,FRA,1,0,0
Gymnastics,Artistic G.,team competition,W,"STANULET, Mihaela",Women,ROU,0,0,1
Aquatics,Diving,10m platform,W,"WYLAND-WILLIAMS, Wendy Lian",Women,USA,1,0,0
Fencing,Fencing,foil individual,W,"LUAN, Ju-Jie",Women,CHN,0,0,1
Hockey,Hockey,hockey,M,"FRIED, Volker",Men,FRG,0,1,0
Handball,Handball,handball,M,"JURINA, Pavle",Men,YUG,0,0,1
Football,Football,football,M,"BALJIC, Mirsad",Men,YUG,1,0,0
Athletics,Athletics,long jump,M,"EVANGELISTI, Giovanni",Men,ITA,1,0,0
Football,Football,football,M,"ZANON, Jean Louis",Men,FRA,0,0,1
Equestrian,Dressage,individual,X,H:: AHLERICH,Men,FRG,0,0,1
Athletics,Athletics,3000m steeplechase,M,"MAHMOUD, Joseph",Men,FRA,0,1,0
Football,Football,football,M,"PUDAR, Ivan",Men,YUG,1,0,0
Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,"ISAOKA, Ryoji",Men,JPN,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"GRAVES, Carolyn Brand",Women,USA,0,0,1
Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)",M,"GROAPA, Vasile",Men,ROU,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),W,"LAVRIC, Florica",Women,ROU,0,0,1
Judo,Judo,open category,M,"YAMASHITA, Yasuhiro",Men,JPN,0,0,1
Aquatics,Swimming,400m freestyle,M,"LEMBERG, Justin",Men,AUS,1,0,0
Football,Football,football,M,"KATANEC, Srecko",Men,YUG,1,0,0
Hockey,Hockey,hockey,M,"GUNST, Thomas",Men,FRG,0,1,0
Cycling,Cycling Track,Points Race,M,"YOUSHIMATZ, Jose Manuel",Men,MEX,1,0,0
Basketball,Basketball,basketball,M,"PETROVIC, Drazen",Men,YUG,1,0,0
Cycling,Cycling Track,Sprint indivual,M,"SAKAMOTO, Tsutomu",Men,JPN,1,0,0
Handball,Handball,handball,M,"THIEL, Andreas",Men,FRG,0,1,0
Handball,Handball,handball,W,"KITIC-DASIC, Svetlana",Women,YUG,0,0,1
Handball,Handball,handball,W,"DJURICA, Mirjana",Women,YUG,0,0,1
Gymnastics,Artistic G.,vault,M,"MORISUE, Shinji",Men,JPN,0,1,0
Hockey,Hockey,hockey,W,"HILLEN, Francisca",Women,NED,0,0,1
Fencing,Fencing,foil team,W,"GUZGANU-TUFAN, Elisabeta",Women,ROU,0,1,0
Aquatics,Swimming,4x100m freestyle relay,M,"JOHANSSON, Per",Men,SWE,1,0,0
Aquatics,Swimming,4x100m freestyle relay,W,"HOGSHEAD, Nancy Lynn",Women,USA,0,0,1
Aquatics,Swimming,200m individual medley,W,"CAULKINS, Tracy Anne",Women,USA,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"CRAWFORD, Dean",Men,CAN,0,0,1
Handball,Handball,handball,M,"ELEZOVIC, Jovica",Men,YUG,0,0,1
Hockey,Hockey,hockey,M,"KELLER, Andreas",Men,FRG,0,1,0
Athletics,Athletics,heptathlon,W,"JOYNER-KERSEE, Jackie",Women,USA,0,1,0
Hockey,Hockey,hockey,W,"BOLHUIS-EIJSVOGEL, Maria Yolanda C.",Women,NED,0,0,1
Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)",M,"CIOROSLAN, Dragomir",Men,ROU,1,0,0
Basketball,Basketball,basketball,W,"LEE, Hyung-Sook",Women,KOR,0,1,0
Archery,Archery,individual FITA round,M,"MCKINNEY, Richard Lee",Men,USA,0,1,0
Aquatics,Water polo,water polo,M,"BEBIC, Milivoj",Men,YUG,0,0,1
Gymnastics,Artistic G.,pommel horse,M,"DAGGETT, Timothy Patrick",Men,USA,1,0,0
Athletics,Athletics,discus throw,M,"WILKINS, Malcolm Maurice",Men,USA,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"SPRINGER, Gregory T.",Men,USA,0,1,0
Athletics,Athletics,4x400m relay,M,"AKABUSI, Kriss Kezie Uche",Men,GBR,0,1,0
Judo,Judo,86 - 95kg (half-heavyweight),M,"VIEIRA, Douglas",Men,BRA,0,1,0
Equestrian,Dressage,team,X,"NATHORST, Louise",Women,SWE,1,0,0
Handball,Handball,handball,W,"KIM, Kyung-Soon",Women,KOR,0,1,0
Fencing,Fencing,sabre team,M,"GRANGER-VEYRON, Herve",Men,FRA,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"CROSS, Martin",Men,GBR,0,0,1
Athletics,Athletics,4x100m relay,W,"HUNTE-OAKES, Heather",Women,GBR,1,0,0
Handball,Handball,handball,W,"WANG, Lin-Wei",Women,CHN,1,0,0
Aquatics,Swimming,800m freestyle,W,"COHEN, Tiffany Lisa",Women,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"LJUBEK, Matija",Men,YUG,0,0,1
Gymnastics,Artistic G.,team competition,M,"GAYLORD, Mitchell Jay",Men,USA,0,0,1
Aquatics,Water polo,water polo,M,"LOEBB, Thomas",Men,FRG,1,0,0
Aquatics,Swimming,200m butterfly,W,"BEYERMANN, Ina",Women,FRG,1,0,0
Football,Football,football,M,"RINALDI, Gilmar",Men,BRA,0,1,0
Hockey,Hockey,hockey,M,"BRINKMANN, Dirk",Men,FRG,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"MABBOTT, Barrie",Men,NZL,1,0,0
Aquatics,Swimming,200m butterfly,M,"GROSS, Michael",Men,FRG,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),M,"BARTON, Gregory Mark",Men,USA,1,0,0
Fencing,Fencing,foil team,W,"MEYGRET, Anne",Women,FRA,1,0,0
Rowing,Rowing,coxless pair (2-),M,"LOKEN, Sverre Bertrand",Men,NOR,1,0,0
Equestrian,Jumping,team,X,"SMITH, Steven",Men,GBR,0,1,0
Gymnastics,Artistic G.,team competition,W,"JOHNSON, Kathleen Ann",Women,USA,0,1,0
Aquatics,Swimming,200m backstroke,M,"HENNING, Cameron",Men,CAN,1,0,0
Gymnastics,Artistic G.,team competition,M,"DAGGETT, Timothy Patrick",Men,USA,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"HAYES, Lawrence Bruce",Men,USA,0,0,1
Wrestling,Wrestling Free.,68 - 74kg (welterweight),M,"KNOSP, Martin",Men,FRG,0,1,0
Equestrian,Dressage,individual,X,"TORNBLAD-JENSEN, Anne",Women,DEN,0,1,0
Modern Pentathlon,Modern Pentath.,Team competition,M,"MASSULLO, Carlo",Men,ITA,0,0,1
Rowing,Rowing,coxless pair (2-),M,"TOMA, Valer",Men,ROU,0,0,1
Athletics,Athletics,4x400m relay,M,"ARMSTEAD, Raymond",Men,USA,0,0,1
Athletics,Athletics,4x400m relay,W,"PAYNE-WIGGINS, Marita",Women,CAN,0,1,0
Aquatics,Swimming,800m freestyle,W,"HARDCASTLE, Sarah",Women,GBR,1,0,0
Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)",M,"GRONMAN, Jouni Johannes",Men,FIN,1,0,0
Fencing,Fencing,foil team,M,"HEIN, Harald",Men,FRG,0,1,0
Weightlifting,Weightlifting,"- 56kg, total (bantamweight)",M,"KOTAKA, Masahiro",Men,JPN,1,0,0
Handball,Handball,handball,W,"OGNJENOVIC, Mirjana",Women,YUG,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"SUAREZ AMADOR, Narciso",Men,ESP,1,0,0
Basketball,Basketball,basketball,M,"ROMAY PEREIRO, Fernando",Men,ESP,0,1,0
