,datetime,water_level,station,24hr
54929,2022-03-30,11.23,Pasig City Hall,1.5
54930,2022-03-30,11.23,Pintong Bukawe,0.0
54931,2022-03-30,11.23,Port Area Synop,0.0
54932,2022-03-30,11.23,San Mateo-2,0.0
54933,2022-03-30,11.23,San Pedro 9 Chapel,0.0
54934,2022-03-30,11.23,Science Garden,0.0
54935,2022-03-30,11.23,Sitio Wawa,0.0
54936,2022-03-30,11.23,Taytay,0.0
54937,2022-03-30,11.23,Valenzuela NHS,0.0
55536,2022-03-31,11.25,Airport (PAGASA),0.5
55537,2022-03-31,11.25,Antipolo,0.0
55538,2022-03-31,11.25,Bagong Nayon,0.0
55539,2022-03-31,11.25,Boso Boso,0.0
55540,2022-03-31,11.25,Calawis,0.0
55541,2022-03-31,11.25,Guadanoville,0.0
55542,2022-03-31,11.25,Ko-Phil IT Center,0.0
55543,2022-03-31,11.25,La Mesa Dam,0.0
55544,2022-03-31,11.25,Macabud,0.0
55545,2022-03-31,11.25,Mandaluyong,0.0
55546,2022-03-31,11.25,Marikina (Youth Camp),0.0
55547,2022-03-31,11.25,Mt. Aries,0.0
55548,2022-03-31,11.25,Mt. Campana,0.0
55549,2022-03-31,11.25,Mt. Oro,0.0
55550,2022-03-31,11.25,Nangka,0.0
55551,2022-03-31,11.25,Napindan,0.0
55552,2022-03-31,11.25,Pacweld,0.0
55553,2022-03-31,11.25,Pasig City Hall,0.0
55554,2022-03-31,11.25,Pintong Bukawe,0.0
55555,2022-03-31,11.25,Port Area Synop,0.0
55556,2022-03-31,11.25,San Mateo-2,0.0
55557,2022-03-31,11.25,San Pedro 9 Chapel,0.0
55558,2022-03-31,11.25,Science Garden,0.0
55559,2022-03-31,11.25,Sitio Wawa,0.0
55560,2022-03-31,11.25,Taytay,0.0
55561,2022-03-31,11.25,Valenzuela NHS,0.0
56160,2022-04-01,11.24,Airport (PAGASA),0.0
56161,2022-04-01,11.24,Antipolo,0.0
56162,2022-04-01,11.24,Bagong Nayon,0.0
56163,2022-04-01,11.24,Boso Boso,0.0
56164,2022-04-01,11.24,Calawis,0.0
56165,2022-04-01,11.24,Guadanoville,0.0
56166,2022-04-01,11.24,Ko-Phil IT Center,0.0
56167,2022-04-01,11.24,La Mesa Dam,0.0
56168,2022-04-01,11.24,Macabud,0.5
56169,2022-04-01,11.24,Mandaluyong,0.0
56170,2022-04-01,11.24,Marikina (Youth Camp),0.0
56171,2022-04-01,11.24,Mt. Aries,0.0
56172,2022-04-01,11.24,Mt. Campana,0.0
56173,2022-04-01,11.24,Mt. Oro,0.0
56174,2022-04-01,11.24,Nangka,0.0
56175,2022-04-01,11.24,Napindan,0.0
56176,2022-04-01,11.24,Pacweld,0.0
56177,2022-04-01,11.24,Pasig City Hall,0.0
56178,2022-04-01,11.24,Pintong Bukawe,0.0
56179,2022-04-01,11.24,Port Area Synop,0.0
56180,2022-04-01,11.24,San Mateo-2,0.0
56181,2022-04-01,11.24,San Pedro 9 Chapel,0.0
56182,2022-04-01,11.24,Science Garden,0.0
56183,2022-04-01,11.24,Sitio Wawa,0.0
56184,2022-04-01,11.24,Taytay,0.0
56185,2022-04-01,11.24,Valenzuela NHS,0.0
56784,2022-04-02,11.22,Airport (PAGASA),0.5
56785,2022-04-02,11.22,Antipolo,1.5
56786,2022-04-02,11.22,Bagong Nayon,0.5
56787,2022-04-02,11.22,Boso Boso,0.0
56788,2022-04-02,11.22,Calawis,2.0
56789,2022-04-02,11.22,Guadanoville,1.0
56790,2022-04-02,11.22,Ko-Phil IT Center,0.0
56791,2022-04-02,11.22,La Mesa Dam,2.5
56792,2022-04-02,11.22,Macabud,2.5
56793,2022-04-02,11.22,Mandaluyong,2.0
56794,2022-04-02,11.22,Marikina (Youth Camp),1.5
56795,2022-04-02,11.22,Mt. Aries,0.0
56796,2022-04-02,11.22,Mt. Campana,0.0
56797,2022-04-02,11.22,Mt. Oro,0.0
56798,2022-04-02,11.22,Nangka,0.0
56799,2022-04-02,11.22,Napindan,0.0
56800,2022-04-02,11.22,Pacweld,11.5
56801,2022-04-02,11.22,Pasig City Hall,7.5
56802,2022-04-02,11.22,Pintong Bukawe,78.5
56803,2022-04-02,11.22,Port Area Synop,3.5
56804,2022-04-02,11.22,San Mateo-2,2.5
56805,2022-04-02,11.22,San Pedro 9 Chapel,0.5
56806,2022-04-02,11.22,Science Garden,0.0
56807,2022-04-02,11.22,Sitio Wawa,5.0
56808,2022-04-02,11.22,Taytay,2.0
56809,2022-04-02,11.22,Valenzuela NHS,0.0
57408,2022-04-03,11.16,Airport (PAGASA),0.0
57409,2022-04-03,11.16,Antipolo,0.0
57410,2022-04-03,11.16,Bagong Nayon,0.0
57411,2022-04-03,11.16,Boso Boso,0.0
57412,2022-04-03,11.16,Calawis,0.0
57413,2022-04-03,11.16,Guadanoville,0.0
57414,2022-04-03,11.16,Ko-Phil IT Center,0.0
57415,2022-04-03,11.16,La Mesa Dam,0.0
57416,2022-04-03,11.16,Macabud,0.0
57417,2022-04-03,11.16,Mandaluyong,0.0
57418,2022-04-03,11.16,Marikina (Youth Camp),0.0
57419,2022-04-03,11.16,Mt. Aries,0.0
57420,2022-04-03,11.16,Mt. Campana,0.0
57421,2022-04-03,11.16,Mt. Oro,0.0
57422,2022-04-03,11.16,Nangka,0.0
57423,2022-04-03,11.16,Napindan,0.0
57424,2022-04-03,11.16,Pacweld,0.0
57425,2022-04-03,11.16,Pasig City Hall,0.0
57426,2022-04-03,11.16,Pintong Bukawe,0.0
57427,2022-04-03,11.16,Port Area Synop,0.0
57428,2022-04-03,11.16,San Mateo-2,0.5
57429,2022-04-03,11.16,San Pedro 9 Chapel,0.0
57430,2022-04-03,11.16,Science Garden,0.0
57431,2022-04-03,11.16,Sitio Wawa,0.0
57432,2022-04-03,11.16,Taytay,0.0
57433,2022-04-03,11.16,Valenzuela NHS,0.0
58032,2022-04-04,11.11,Airport (PAGASA),0.0
58033,2022-04-04,11.11,Antipolo,0.0
58034,2022-04-04,11.11,Bagong Nayon,0.0
58035,2022-04-04,11.11,Boso Boso,0.0
58036,2022-04-04,11.11,Calawis,0.0
58037,2022-04-04,11.11,Guadanoville,0.0
58038,2022-04-04,11.11,Ko-Phil IT Center,0.0
58039,2022-04-04,11.11,La Mesa Dam,0.0
58040,2022-04-04,11.11,Macabud,0.0
58041,2022-04-04,11.11,Mandaluyong,0.0
58042,2022-04-04,11.11,Marikina (Youth Camp),0.0
58043,2022-04-04,11.11,Mt. Aries,0.0
58044,2022-04-04,11.11,Mt. Campana,0.0
58045,2022-04-04,11.11,Mt. Oro,0.0
58046,2022-04-04,11.11,Nangka,0.0
58047,2022-04-04,11.11,Napindan,0.0
58048,2022-04-04,11.11,Pacweld,0.0
58049,2022-04-04,11.11,Pasig City Hall,0.0
58050,2022-04-04,11.11,Pintong Bukawe,0.0
58051,2022-04-04,11.11,Port Area Synop,0.0
58052,2022-04-04,11.11,San Mateo-2,0.0
58053,2022-04-04,11.11,San Pedro 9 Chapel,0.0
58054,2022-04-04,11.11,Science Garden,0.0
58055,2022-04-04,11.11,Sitio Wawa,0.0
58056,2022-04-04,11.11,Taytay,0.0
58057,2022-04-04,11.11,Valenzuela NHS,0.0
58656,2022-04-05,11.05,Airport (PAGASA),0.0
58657,2022-04-05,11.05,Antipolo,0.0
58658,2022-04-05,11.05,Bagong Nayon,0.0
58659,2022-04-05,11.05,Boso Boso,0.0
58660,2022-04-05,11.05,Calawis,0.0
58661,2022-04-05,11.05,Guadanoville,0.0
58662,2022-04-05,11.05,Ko-Phil IT Center,0.0
58663,2022-04-05,11.05,La Mesa Dam,0.0
58664,2022-04-05,11.05,Macabud,0.0
58665,2022-04-05,11.05,Mandaluyong,0.0
58666,2022-04-05,11.05,Marikina (Youth Camp),0.0
58667,2022-04-05,11.05,Mt. Aries,0.0
58668,2022-04-05,11.05,Mt. Campana,0.0
58669,2022-04-05,11.05,Mt. Oro,0.0
58670,2022-04-05,11.05,Nangka,0.0
58671,2022-04-05,11.05,Napindan,0.0
58672,2022-04-05,11.05,Pacweld,0.0
58673,2022-04-05,11.05,Pasig City Hall,0.0
58674,2022-04-05,11.05,Pintong Bukawe,6.5
58675,2022-04-05,11.05,Port Area Synop,0.0
58676,2022-04-05,11.05,San Mateo-2,0.0
58677,2022-04-05,11.05,San Pedro 9 Chapel,0.0
58678,2022-04-05,11.05,Science Garden,0.0
58679,2022-04-05,11.05,Sitio Wawa,0.0
58680,2022-04-05,11.05,Taytay,0.0
58681,2022-04-05,11.05,Valenzuela NHS,0.0
59280,2022-04-06,12.48,Airport (PAGASA),44.5
59281,2022-04-06,12.48,Antipolo,76.5
59282,2022-04-06,12.48,Bagong Nayon,82.0
59283,2022-04-06,12.48,Boso Boso,43.0
59284,2022-04-06,12.48,Calawis,95.5
59285,2022-04-06,12.48,Guadanoville,86.5
59286,2022-04-06,12.48,Ko-Phil IT Center,0.0
59287,2022-04-06,12.48,La Mesa Dam,69.0
59288,2022-04-06,12.48,Macabud,71.5
59289,2022-04-06,12.48,Mandaluyong,50.0
59290,2022-04-06,12.48,Marikina (Youth Camp),78.5
59291,2022-04-06,12.48,Mt. Aries,39.0
59292,2022-04-06,12.48,Mt. Campana,56.0
59293,2022-04-06,12.48,Mt. Oro,49.0
59294,2022-04-06,12.48,Nangka,42.0
59295,2022-04-06,12.48,Napindan,29.0
59296,2022-04-06,12.48,Pacweld,52.5
59297,2022-04-06,12.48,Pasig City Hall,61.5
59298,2022-04-06,12.48,Pintong Bukawe,0.0
59299,2022-04-06,12.48,Port Area Synop,45.0
59300,2022-04-06,12.48,San Mateo-2,78.0
59301,2022-04-06,12.48,San Pedro 9 Chapel,68.0
59302,2022-04-06,12.48,Science Garden,36.0
59303,2022-04-06,12.48,Sitio Wawa,90.0
59304,2022-04-06,12.48,Taytay,58.5
59305,2022-04-06,12.48,Valenzuela NHS,0.0
59904,2022-04-07,11.45,Airport (PAGASA),1.5
59905,2022-04-07,11.45,Antipolo,0.0
59906,2022-04-07,11.45,Bagong Nayon,0.5
59907,2022-04-07,11.45,Boso Boso,0.0
59908,2022-04-07,11.45,Calawis,0.5
59909,2022-04-07,11.45,Guadanoville,0.5
59910,2022-04-07,11.45,Ko-Phil IT Center,0.0
59911,2022-04-07,11.45,La Mesa Dam,0.0
59912,2022-04-07,11.45,Macabud,0.0
59913,2022-04-07,11.45,Mandaluyong,0.0
59914,2022-04-07,11.45,Marikina (Youth Camp),0.0
59915,2022-04-07,11.45,Mt. Aries,0.0
59916,2022-04-07,11.45,Mt. Campana,0.0
59917,2022-04-07,11.45,Mt. Oro,1.0
59918,2022-04-07,11.45,Nangka,0.0
59919,2022-04-07,11.45,Napindan,0.0
59920,2022-04-07,11.45,Pacweld,0.5
59921,2022-04-07,11.45,Pasig City Hall,0.0
59922,2022-04-07,11.45,Pintong Bukawe,0.0
59923,2022-04-07,11.45,Port Area Synop,0.0
59924,2022-04-07,11.45,San Mateo-2,0.0
59925,2022-04-07,11.45,San Pedro 9 Chapel,0.5
59926,2022-04-07,11.45,Science Garden,0.0
59927,2022-04-07,11.45,Sitio Wawa,1.0
59928,2022-04-07,11.45,Taytay,0.5
59929,2022-04-07,11.45,Valenzuela NHS,0.0
60528,2022-04-08,11.26,Airport (PAGASA),0.0
60529,2022-04-08,11.26,Antipolo,2.5
60530,2022-04-08,11.26,Bagong Nayon,3.0
60531,2022-04-08,11.26,Boso Boso,0.0
60532,2022-04-08,11.26,Calawis,2.5
60533,2022-04-08,11.26,Guadanoville,0.0
60534,2022-04-08,11.26,Ko-Phil IT Center,0.0
60535,2022-04-08,11.26,La Mesa Dam,0.0
60536,2022-04-08,11.26,Macabud,0.0
60537,2022-04-08,11.26,Mandaluyong,0.0
60538,2022-04-08,11.26,Marikina (Youth Camp),0.0
60539,2022-04-08,11.26,Mt. Aries,0.0
60540,2022-04-08,11.26,Mt. Campana,0.0
60541,2022-04-08,11.26,Mt. Oro,0.0
60542,2022-04-08,11.26,Nangka,0.0
60543,2022-04-08,11.26,Napindan,0.0
60544,2022-04-08,11.26,Pacweld,0.0
60545,2022-04-08,11.26,Pasig City Hall,0.5
60546,2022-04-08,11.26,Pintong Bukawe,0.0
60547,2022-04-08,11.26,Port Area Synop,0.0
60548,2022-04-08,11.26,San Mateo-2,0.0
60549,2022-04-08,11.26,San Pedro 9 Chapel,0.0
60550,2022-04-08,11.26,Science Garden,0.0
60551,2022-04-08,11.26,Sitio Wawa,0.5
60552,2022-04-08,11.26,Taytay,0.0
60553,2022-04-08,11.26,Valenzuela NHS,0.0
61152,2022-04-09,11.27,Airport (PAGASA),0.5
61153,2022-04-09,11.27,Antipolo,1.0
61154,2022-04-09,11.27,Bagong Nayon,5.0
61155,2022-04-09,11.27,Boso Boso,0.0
61156,2022-04-09,11.27,Calawis,4.5
61157,2022-04-09,11.27,Guadanoville,0.5
61158,2022-04-09,11.27,Ko-Phil IT Center,0.0
61159,2022-04-09,11.27,La Mesa Dam,5.5
61160,2022-04-09,11.27,Macabud,0.0
61161,2022-04-09,11.27,Mandaluyong,13.0
61162,2022-04-09,11.27,Marikina (Youth Camp),18.0
61163,2022-04-09,11.27,Mt. Aries,0.0
61164,2022-04-09,11.27,Mt. Campana,0.0
61165,2022-04-09,11.27,Mt. Oro,0.0
61166,2022-04-09,11.27,Nangka,0.0
61167,2022-04-09,11.27,Napindan,0.0
61168,2022-04-09,11.27,Pacweld,17.0
61169,2022-04-09,11.27,Pasig City Hall,1.5
61170,2022-04-09,11.27,Pintong Bukawe,7.5
61171,2022-04-09,11.27,Port Area Synop,6.5
61172,2022-04-09,11.27,San Mateo-2,7.0
61173,2022-04-09,11.27,San Pedro 9 Chapel,7.5
61174,2022-04-09,11.27,Science Garden,0.0
61175,2022-04-09,11.27,Sitio Wawa,2.5
61176,2022-04-09,11.27,Taytay,0.0
61177,2022-04-09,11.27,Valenzuela NHS,0.0
61776,2022-04-10,11.25,Airport (PAGASA),0.0
61777,2022-04-10,11.25,Antipolo,0.0
61778,2022-04-10,11.25,Bagong Nayon,0.0
61779,2022-04-10,11.25,Boso Boso,0.0
61780,2022-04-10,11.25,Calawis,0.0
61781,2022-04-10,11.25,Guadanoville,0.0
61782,2022-04-10,11.25,Ko-Phil IT Center,0.0
61783,2022-04-10,11.25,La Mesa Dam,0.0
61784,2022-04-10,11.25,Macabud,0.0
61785,2022-04-10,11.25,Mandaluyong,10.5
61786,2022-04-10,11.25,Marikina (Youth Camp),4.5
61787,2022-04-10,11.25,Mt. Aries,0.0
61788,2022-04-10,11.25,Mt. Campana,0.0
61789,2022-04-10,11.25,Mt. Oro,0.0
61790,2022-04-10,11.25,Nangka,0.0
61791,2022-04-10,11.25,Napindan,9.0
61792,2022-04-10,11.25,Pacweld,0.0
61793,2022-04-10,11.25,Pasig City Hall,5.0
61794,2022-04-10,11.25,Pintong Bukawe,0.0
61795,2022-04-10,11.25,Port Area Synop,0.5
61796,2022-04-10,11.25,San Mateo-2,0.0
61797,2022-04-10,11.25,San Pedro 9 Chapel,0.0
61798,2022-04-10,11.25,Science Garden,0.0
61799,2022-04-10,11.25,Sitio Wawa,0.0
61800,2022-04-10,11.25,Taytay,0.0
61801,2022-04-10,11.25,Valenzuela NHS,0.0
62400,2022-04-11,11.24,Airport (PAGASA),0.0
62401,2022-04-11,11.24,Antipolo,0.5
62402,2022-04-11,11.24,Bagong Nayon,7.0
62403,2022-04-11,11.24,Boso Boso,1.0
62404,2022-04-11,11.24,Calawis,4.0
62405,2022-04-11,11.24,Guadanoville,0.5
62406,2022-04-11,11.24,Ko-Phil IT Center,0.0
62407,2022-04-11,11.24,La Mesa Dam,0.0
62408,2022-04-11,11.24,Macabud,1.0
62409,2022-04-11,11.24,Mandaluyong,0.0
62410,2022-04-11,11.24,Marikina (Youth Camp),1.0
62411,2022-04-11,11.24,Mt. Aries,1.0
62412,2022-04-11,11.24,Mt. Campana,2.0
62413,2022-04-11,11.24,Mt. Oro,0.0
62414,2022-04-11,11.24,Nangka,1.0
62415,2022-04-11,11.24,Napindan,0.0
62416,2022-04-11,11.24,Pacweld,0.0
62417,2022-04-11,11.24,Pasig City Hall,1.0
62418,2022-04-11,11.24,Pintong Bukawe,0.0
62419,2022-04-11,11.24,Port Area Synop,0.0
62420,2022-04-11,11.24,San Mateo-2,0.0
62421,2022-04-11,11.24,San Pedro 9 Chapel,0.0
62422,2022-04-11,11.24,Science Garden,0.0
62423,2022-04-11,11.24,Sitio Wawa,1.5
62424,2022-04-11,11.24,Taytay,0.0
62425,2022-04-11,11.24,Valenzuela NHS,0.0
63024,2022-04-12,11.23,Airport (PAGASA),0.0
63025,2022-04-12,11.23,Antipolo,0.0
63026,2022-04-12,11.23,Bagong Nayon,0.0
63027,2022-04-12,11.23,Boso Boso,0.0
63028,2022-04-12,11.23,Calawis,0.0
63029,2022-04-12,11.23,Guadanoville,0.0
63030,2022-04-12,11.23,Ko-Phil IT Center,0.0
63031,2022-04-12,11.23,La Mesa Dam,0.0
63032,2022-04-12,11.23,Macabud,0.0
63033,2022-04-12,11.23,Mandaluyong,0.0
63034,2022-04-12,11.23,Marikina (Youth Camp),0.0
63035,2022-04-12,11.23,Mt. Aries,0.0
63036,2022-04-12,11.23,Mt. Campana,0.0
63037,2022-04-12,11.23,Mt. Oro,0.0
63038,2022-04-12,11.23,Nangka,0.0
63039,2022-04-12,11.23,Napindan,0.0
63040,2022-04-12,11.23,Pacweld,0.0
63041,2022-04-12,11.23,Pasig City Hall,0.0
63042,2022-04-12,11.23,Pintong Bukawe,0.0
63043,2022-04-12,11.23,Port Area Synop,0.0
63044,2022-04-12,11.23,San Mateo-2,0.0
63045,2022-04-12,11.23,San Pedro 9 Chapel,0.0
63046,2022-04-12,11.23,Science Garden,0.0
63047,2022-04-12,11.23,Sitio Wawa,0.0
63048,2022-04-12,11.23,Taytay,0.0
63049,2022-04-12,11.23,Valenzuela NHS,0.0
63648,2022-04-13,11.27,Airport (PAGASA),0.0
63649,2022-04-13,11.27,Antipolo,3.0
63650,2022-04-13,11.27,Bagong Nayon,0.0
63651,2022-04-13,11.27,Boso Boso,1.0
63652,2022-04-13,11.27,Calawis,0.0
63653,2022-04-13,11.27,Guadanoville,0.0
63654,2022-04-13,11.27,Ko-Phil IT Center,0.0
63655,2022-04-13,11.27,La Mesa Dam,0.0
63656,2022-04-13,11.27,Macabud,5.0
63657,2022-04-13,11.27,Mandaluyong,0.0
63658,2022-04-13,11.27,Marikina (Youth Camp),0.0
63659,2022-04-13,11.27,Mt. Aries,4.0
63660,2022-04-13,11.27,Mt. Campana,8.0
63661,2022-04-13,11.27,Mt. Oro,3.0
63662,2022-04-13,11.27,Nangka,1.0
63663,2022-04-13,11.27,Napindan,0.0
63664,2022-04-13,11.27,Pacweld,0.0
63665,2022-04-13,11.27,Pasig City Hall,4.5
63666,2022-04-13,11.27,Pintong Bukawe,0.0
63667,2022-04-13,11.27,Port Area Synop,0.0
63668,2022-04-13,11.27,San Mateo-2,1.0
63669,2022-04-13,11.27,San Pedro 9 Chapel,0.0
63670,2022-04-13,11.27,Science Garden,1.0
63671,2022-04-13,11.27,Sitio Wawa,2.5
63672,2022-04-13,11.27,Taytay,0.0
63673,2022-04-13,11.27,Valenzuela NHS,0.0
64272,2022-04-14,11.35,Airport (PAGASA),5.5
64273,2022-04-14,11.35,Antipolo,0.0
64274,2022-04-14,11.35,Bagong Nayon,0.0
64275,2022-04-14,11.35,Boso Boso,0.0
64276,2022-04-14,11.35,Calawis,0.0
64277,2022-04-14,11.35,Guadanoville,0.0
64278,2022-04-14,11.35,Ko-Phil IT Center,0.0
64279,2022-04-14,11.35,La Mesa Dam,0.0
64280,2022-04-14,11.35,Macabud,0.5
64281,2022-04-14,11.35,Mandaluyong,0.0
64282,2022-04-14,11.35,Marikina (Youth Camp),0.0
64283,2022-04-14,11.35,Mt. Aries,0.0
64284,2022-04-14,11.35,Mt. Campana,0.0
64285,2022-04-14,11.35,Mt. Oro,0.0
64286,2022-04-14,11.35,Nangka,0.0
64287,2022-04-14,11.35,Napindan,0.0
64288,2022-04-14,11.35,Pacweld,0.0
64289,2022-04-14,11.35,Pasig City Hall,0.0
64290,2022-04-14,11.35,Pintong Bukawe,0.0
64291,2022-04-14,11.35,Port Area Synop,1.0
64292,2022-04-14,11.35,San Mateo-2,0.5
64293,2022-04-14,11.35,San Pedro 9 Chapel,0.0
64294,2022-04-14,11.35,Science Garden,0.0
64295,2022-04-14,11.35,Sitio Wawa,0.0
64296,2022-04-14,11.35,Taytay,0.0
64297,2022-04-14,11.35,Valenzuela NHS,0.0
64896,2022-04-15,11.31,Airport (PAGASA),0.0
64897,2022-04-15,11.31,Antipolo,0.0
64898,2022-04-15,11.31,Bagong Nayon,0.0
64899,2022-04-15,11.31,Boso Boso,0.0
64900,2022-04-15,11.31,Calawis,0.0
64901,2022-04-15,11.31,Guadanoville,0.0
64902,2022-04-15,11.31,Ko-Phil IT Center,0.0
64903,2022-04-15,11.31,La Mesa Dam,0.0
64904,2022-04-15,11.31,Macabud,0.0
64905,2022-04-15,11.31,Mandaluyong,0.0
64906,2022-04-15,11.31,Marikina (Youth Camp),0.0
64907,2022-04-15,11.31,Mt. Aries,0.0
64908,2022-04-15,11.31,Mt. Campana,0.0
64909,2022-04-15,11.31,Mt. Oro,0.0
64910,2022-04-15,11.31,Nangka,0.0
64911,2022-04-15,11.31,Napindan,0.0
64912,2022-04-15,11.31,Pacweld,0.0
64913,2022-04-15,11.31,Pasig City Hall,0.0
64914,2022-04-15,11.31,Pintong Bukawe,0.0
64915,2022-04-15,11.31,Port Area Synop,0.0
64916,2022-04-15,11.31,San Mateo-2,0.0
64917,2022-04-15,11.31,San Pedro 9 Chapel,0.0
64918,2022-04-15,11.31,Science Garden,0.0
64919,2022-04-15,11.31,Sitio Wawa,0.0
64920,2022-04-15,11.31,Taytay,0.0
64921,2022-04-15,11.31,Valenzuela NHS,0.0
65520,2022-04-16,11.29,Airport (PAGASA),0.0
65521,2022-04-16,11.29,Antipolo,0.0
65522,2022-04-16,11.29,Bagong Nayon,0.0
65523,2022-04-16,11.29,Boso Boso,0.0
65524,2022-04-16,11.29,Calawis,0.0
65525,2022-04-16,11.29,Guadanoville,0.0
65526,2022-04-16,11.29,Ko-Phil IT Center,0.0
65527,2022-04-16,11.29,La Mesa Dam,0.0
65528,2022-04-16,11.29,Macabud,0.0
65529,2022-04-16,11.29,Mandaluyong,0.0
65530,2022-04-16,11.29,Marikina (Youth Camp),0.0
65531,2022-04-16,11.29,Mt. Aries,0.0
65532,2022-04-16,11.29,Mt. Campana,0.0
65533,2022-04-16,11.29,Mt. Oro,0.0
65534,2022-04-16,11.29,Nangka,0.0
65535,2022-04-16,11.29,Napindan,0.0
65536,2022-04-16,11.29,Pacweld,0.0
65537,2022-04-16,11.29,Pasig City Hall,0.0
65538,2022-04-16,11.29,Pintong Bukawe,0.0
65539,2022-04-16,11.29,Port Area Synop,0.0
65540,2022-04-16,11.29,San Mateo-2,0.0
65541,2022-04-16,11.29,San Pedro 9 Chapel,0.0
65542,2022-04-16,11.29,Science Garden,0.0
65543,2022-04-16,11.29,Sitio Wawa,0.0
65544,2022-04-16,11.29,Taytay,0.0
65545,2022-04-16,11.29,Valenzuela NHS,0.0
66144,2022-04-17,11.27,Airport (PAGASA),0.0
66145,2022-04-17,11.27,Antipolo,0.0
66146,2022-04-17,11.27,Bagong Nayon,2.0
66147,2022-04-17,11.27,Boso Boso,0.0
66148,2022-04-17,11.27,Calawis,0.5
66149,2022-04-17,11.27,Guadanoville,0.0
66150,2022-04-17,11.27,Ko-Phil IT Center,0.0
66151,2022-04-17,11.27,La Mesa Dam,0.5
66152,2022-04-17,11.27,Macabud,5.5
66153,2022-04-17,11.27,Mandaluyong,0.0
66154,2022-04-17,11.27,Marikina (Youth Camp),0.0
66155,2022-04-17,11.27,Mt. Aries,4.0
66156,2022-04-17,11.27,Mt. Campana,0.0
66157,2022-04-17,11.27,Mt. Oro,3.0
66158,2022-04-17,11.27,Nangka,0.0
66159,2022-04-17,11.27,Napindan,0.0
66160,2022-04-17,11.27,Pacweld,0.0
66161,2022-04-17,11.27,Pasig City Hall,0.0
66162,2022-04-17,11.27,Pintong Bukawe,0.0
66163,2022-04-17,11.27,Port Area Synop,0.0
66164,2022-04-17,11.27,San Mateo-2,0.0
66165,2022-04-17,11.27,San Pedro 9 Chapel,44.5
66166,2022-04-17,11.27,Science Garden,0.0
66167,2022-04-17,11.27,Sitio Wawa,1.0
66168,2022-04-17,11.27,Taytay,5.5
66169,2022-04-17,11.27,Valenzuela NHS,0.0
66768,2022-04-18,11.22,Airport (PAGASA),0.0
66769,2022-04-18,11.22,Antipolo,2.0
66770,2022-04-18,11.22,Bagong Nayon,0.0
66771,2022-04-18,11.22,Boso Boso,2.0
66772,2022-04-18,11.22,Calawis,1.0
66773,2022-04-18,11.22,Guadanoville,0.0
66774,2022-04-18,11.22,Ko-Phil IT Center,0.0
66775,2022-04-18,11.22,La Mesa Dam,0.0
66776,2022-04-18,11.22,Macabud,0.5
66777,2022-04-18,11.22,Mandaluyong,0.5
66778,2022-04-18,11.22,Marikina (Youth Camp),0.0
66779,2022-04-18,11.22,Mt. Aries,0.0
66780,2022-04-18,11.22,Mt. Campana,1.0
66781,2022-04-18,11.22,Mt. Oro,0.0
66782,2022-04-18,11.22,Nangka,0.0
66783,2022-04-18,11.22,Napindan,0.0
66784,2022-04-18,11.22,Pacweld,0.0
66785,2022-04-18,11.22,Pasig City Hall,0.0
66786,2022-04-18,11.22,Pintong Bukawe,0.0
66787,2022-04-18,11.22,Port Area Synop,4.5
66788,2022-04-18,11.22,San Mateo-2,0.0
66789,2022-04-18,11.22,San Pedro 9 Chapel,0.0
66790,2022-04-18,11.22,Science Garden,0.0
66791,2022-04-18,11.22,Sitio Wawa,0.0
66792,2022-04-18,11.22,Taytay,0.0
66793,2022-04-18,11.22,Valenzuela NHS,0.0
67392,2022-04-19,11.16,Airport (PAGASA),0.0
67393,2022-04-19,11.16,Antipolo,0.0
67394,2022-04-19,11.16,Bagong Nayon,0.0
67395,2022-04-19,11.16,Boso Boso,0.0
67396,2022-04-19,11.16,Calawis,0.0
67397,2022-04-19,11.16,Guadanoville,0.0
67398,2022-04-19,11.16,Ko-Phil IT Center,0.0
67399,2022-04-19,11.16,La Mesa Dam,0.0
67400,2022-04-19,11.16,Macabud,0.0
67401,2022-04-19,11.16,Mandaluyong,0.0
67402,2022-04-19,11.16,Marikina (Youth Camp),0.0
67403,2022-04-19,11.16,Mt. Aries,0.0
67404,2022-04-19,11.16,Mt. Campana,0.0
67405,2022-04-19,11.16,Mt. Oro,0.0
67406,2022-04-19,11.16,Nangka,0.0
67407,2022-04-19,11.16,Napindan,0.0
67408,2022-04-19,11.16,Pacweld,0.0
67409,2022-04-19,11.16,Pasig City Hall,0.0
67410,2022-04-19,11.16,Pintong Bukawe,0.0
67411,2022-04-19,11.16,Port Area Synop,0.0
67412,2022-04-19,11.16,San Mateo-2,0.0
67413,2022-04-19,11.16,San Pedro 9 Chapel,0.0
67414,2022-04-19,11.16,Science Garden,0.0
67415,2022-04-19,11.16,Sitio Wawa,0.0
67416,2022-04-19,11.16,Taytay,0.0
67417,2022-04-19,11.16,Valenzuela NHS,0.0
68016,2022-04-20,11.12,Airport (PAGASA),0.0
68017,2022-04-20,11.12,Antipolo,0.0
68018,2022-04-20,11.12,Bagong Nayon,0.0
68019,2022-04-20,11.12,Boso Boso,0.0
68020,2022-04-20,11.12,Calawis,0.0
68021,2022-04-20,11.12,Guadanoville,0.0
68022,2022-04-20,11.12,Ko-Phil IT Center,0.0
68023,2022-04-20,11.12,La Mesa Dam,0.0
